artist,album,track,id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),She Never Been To Pluto,50lt8PNUgIYnIrr3BPp2Cv,0.615,0.307,132.996,0.222,0.0159,0.0,4,0.827,7,204117,-5.879,0.221
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),Off Dat,5MxBxefjpl4hmbxgdfse8x,0.641,0.665,151.937,0.297,0.0154,0.0,4,0.898,11,184737,-7.673,0.578
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),I Don’t Wanna Break Up,1yh1VrgbKyL493x9saxxqQ,0.584,0.114,162.169,0.235,0.00405,0.0,4,0.615,1,243936,-5.638,0.529
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),Bankroll,2LyYvjkKkchY8JXKu6m5Ri,0.735,0.216,139.932,0.301,0.133,0.0,4,0.83,5,186847,-5.23,0.682
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),Moment of Clarity,7y8Xlx3c6xpyN0DqYGb8FG,0.624,0.195,122.029,0.147,0.183,0.0,4,0.862,8,222295,-5.348,0.523
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),Patek,3f9RZbFJrmttvXYwiwqDlb,0.596,0.162,120.028,0.0534,0.00301,0.0,4,0.801,1,280666,-4.72,0.134
Lil Uzi Vert,Pluto x Baby Pluto (Deluxe),Over Your Head,7JsuXl9Odf3V38ksu4FWDZ,0.742,0.558,148.949,0.162,0.00198,0.0,4,0.773,5,186843,-5.453,0.35
Lil Uzi Vert,Pluto x Baby Pluto,Stripes Like Burberry,6lt8iodSkYWEV0ifKCSlfg,0.574,0.144,144.081,0.217,0.216,0.0,4,0.758,9,274313,-7.833,0.706
Lil Uzi Vert,Pluto x Baby Pluto,Marni On Me,6NaVCCFGylOLZAgk5eTTid,0.52,0.313,123.189,0.447,0.0187,0.0,4,0.759,2,133171,-7.042,0.116
Lil Uzi Vert,Pluto x Baby Pluto,Sleeping On The Floor,0DUHmrwC8ZviGGC2o2JBy1,0.621,0.161,150.969,0.362,0.0233,0.0,4,0.851,11,167397,-6.679,0.532
Lil Uzi Vert,Pluto x Baby Pluto,Real Baby Pluto,1rP5gAqMlm8d6UnfseuzSm,0.567,0.109,141.973,0.302,0.0165,0.0,4,0.898,1,196636,-6.446,0.602
Lil Uzi Vert,Pluto x Baby Pluto,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,0.658,0.0927,151.951,0.342,0.0421,0.0,4,0.752,0,213520,-6.297,0.387
Lil Uzi Vert,Pluto x Baby Pluto,Million Dollar Play,7liO3TEHfUqLnIlN54CW1D,0.502,0.115,150.07,0.398,0.11,0.0,4,0.839,0,166637,-5.886,0.585
Lil Uzi Vert,Pluto x Baby Pluto,Plastic,6GK5du9ndZ7ZwMBrTRTGMH,0.505,0.158,160.031,0.061,0.0485,0.0,4,0.773,5,193859,-5.716,0.142
Lil Uzi Vert,Pluto x Baby Pluto,That’s It,5n6gBhdEjCuj3obgCoTEFD,0.532,0.0925,123.043,0.358,0.12,0.0,4,0.94,11,228796,-5.998,0.599
Lil Uzi Vert,Pluto x Baby Pluto,Bought A Bad Bitch,5syD6f38Jhckk5g9DgoCta,0.72,0.172,136.077,0.0646,0.112,0.0,4,0.866,7,210175,-6.641,0.785
Lil Uzi Vert,Pluto x Baby Pluto,Rockstar Chainz,0NXeZp31dd0cJ9t8FdKsTg,0.517,0.31,143.043,0.307,0.0116,0.0,4,0.867,2,181040,-6.914,0.271
Lil Uzi Vert,Pluto x Baby Pluto,Lullaby,2N7KguJOBZtV2Px3T1z5sB,0.743,0.068,160.084,0.441,0.0391,0.0,4,0.494,7,261781,-6.716,0.59
Lil Uzi Vert,Pluto x Baby Pluto,She Never Been To Pluto,7yOoJXW6wkpzlJpfjDKhIV,0.615,0.307,132.996,0.222,0.0159,0.0,4,0.827,7,204117,-5.879,0.221
Lil Uzi Vert,Pluto x Baby Pluto,Off Dat,5qk0TivMEVkujTu7xJLKu7,0.641,0.665,151.937,0.297,0.0154,0.0,4,0.898,11,184737,-7.673,0.578
Lil Uzi Vert,Pluto x Baby Pluto,I Don’t Wanna Break Up,7JwmlNz8ic9ATnLn7DyAKx,0.584,0.114,162.169,0.235,0.00405,0.0,4,0.615,1,243936,-5.638,0.529
Lil Uzi Vert,Pluto x Baby Pluto,Bankroll,3h1LpNOGh1NgKVQPetS2Ed,0.735,0.216,139.932,0.301,0.133,0.0,4,0.83,5,186847,-5.23,0.682
Lil Uzi Vert,Pluto x Baby Pluto,Moment of Clarity,5iHaOaMTQA3f24kD4oTR2x,0.624,0.195,122.029,0.147,0.183,0.0,4,0.862,8,222295,-5.348,0.523
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Myron,56uXDJRCuoS7abX3SkzHKQ,0.654,0.214,155.047,0.298,0.055,0.0,4,0.771,8,224955,-6.976,0.573
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Lotus,4SnlSaLJJ7reJMCHM5YUuX,0.748,0.165,150.063,0.207,0.24,0.0,4,0.802,8,193861,-5.708,0.516
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,0.567,0.382,75.491,0.319,0.0129,0.0,4,0.733,0,238816,-6.718,0.319
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,0.739,0.102,140.007,0.283,0.0183,7.61e-06,4,0.895,8,219340,-6.633,0.763
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Wassup (feat. Future),19Ec2gbNtQTE44IizcPjtD,0.622,0.145,130.019,0.223,0.352,0.0,4,0.762,5,193314,-6.293,0.626
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Strawberry Peels (feat. Young Thug & Gunna),4lAQfuREAHG8IC0PiiigBt,0.65,0.568,131.194,0.355,0.0207,0.0,4,0.862,10,115350,-6.978,0.658
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,I Can Show You,0AhJag7VI8uFf3mJFsTwvf,0.656,0.115,139.915,0.277,0.051,0.0,4,0.817,10,120076,-7.086,0.314
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Moon Relate,4sWGHlZGM1XA7TyWdtBAbA,0.768,0.254,102.021,0.0791,0.18,0.0,3,0.867,7,181826,-3.73,0.34
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Come This Way,2BjNjFJAQTxqUPGpOnrese,0.741,0.239,164.043,0.249,0.127,0.0,4,0.682,1,172757,-4.489,0.619
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Trap This Way (This Way),7vTspUAmMKFkUpKL9HLZNL,0.586,0.193,175.987,0.381,0.248,0.0,4,0.71,2,185439,-5.331,0.207
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,No Auto (feat. Lil Durk),5erLs80hB2TbFWgSAbVQpe,0.681,0.291,159.107,0.351,0.00286,0.0,4,0.713,11,135065,-7.645,0.635
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Money Spread (feat. Young Nudy),5tBdxqz8gauIO8Hh8qwo0H,0.618,0.298,135.879,0.219,0.0234,0.0,4,0.778,1,217008,-6.432,0.212
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Got The Guap (feat. Young Thug),1HF6P40Z7nfExGaB1Gk99v,0.601,0.0928,142.977,0.198,0.21,0.0,4,0.837,8,176756,-5.628,0.749
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Leaders (feat. NAV),4D7NrSeqkTarBrJ80b2sBc,0.654,0.138,132.936,0.307,0.0744,0.0,4,0.95,0,194844,-5.895,0.886
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Baby Pluto,0MBbqhCETOfzONwgSAtKpI,0.634,0.432,160.052,0.212,0.135,0.0,4,0.772,10,210261,-6.101,0.671
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Lo Mein,6gWzuZHMKNtjLUsTPHCX10,0.676,0.144,133.082,0.325,0.0888,0.0,4,0.855,1,195299,-5.736,0.509
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Silly Watch,0eC75aBFF20CCmFeqd21QP,0.535,0.0851,130.117,0.286,0.0298,0.0,4,0.903,8,195692,-6.238,0.157
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,POP,61N12G2IDag927XDCmMDr8,0.599,0.785,139.891,0.419,0.00961,0.0,4,0.741,1,227474,-6.672,0.276
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,You Better Move,0jBTxdEGB0YvKvZhf3AEIU,0.556,0.204,118.836,0.442,0.159,0.0,4,0.842,8,196639,-6.793,0.306
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Homecoming,5jUvv1aTcNTgTOsAGlJojn,0.563,0.244,129.957,0.49,0.000592,0.0,4,0.929,9,213885,-7.428,0.353
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,I'm Sorry,6tYSLPxYbqotnpeNRJbEdK,0.547,0.104,128.02,0.29,0.213,0.0,4,0.858,1,211883,-5.822,0.303
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Celebration Station,0a4kXlqLISIf5PSiyp0Zmp,0.771,0.135,142.086,0.15,0.101,0.0,4,0.748,6,195058,-4.156,0.792
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Bigger Than Life,4WQk1ivjM6rphaG8ZDc962,0.752,0.33,140.013,0.193,0.325,0.0,4,0.776,8,192705,-4.711,0.716
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Chrome Heart Tags,0Ysvyr0E0v0ufJya13gYwJ,0.768,0.105,70.056,0.0669,0.541,0.0,4,0.702,0,212821,-4.055,0.574
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Bust Me,51aVoX1BhBmsh6bqh61ilC,0.703,0.413,151.923,0.355,0.237,1.99e-06,4,0.734,11,194452,-6.256,0.608
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Prices,1Gz96Ab9xAEcaUTwaFx0ON,0.683,0.706,126.002,0.205,0.173,0.0,4,0.786,7,233333,-5.397,0.57
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Urgency (feat. Syd),1wqD0VFqv9N8bmI2olRhJt,0.784,0.315,156.035,0.123,0.0326,2.85e-06,4,0.619,1,181161,-6.11,0.471
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Venetia,5mhhIHsPJGqBMTRiFOtHDF,0.757,0.148,142.933,0.175,0.162,0.0,4,0.775,9,188800,-4.139,0.562
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Secure The Bag,2ACvbnhnf1iEuacfCMN1zH,0.719,0.425,129.945,0.392,0.344,0.0,4,0.803,0,238425,-4.485,0.549
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,P2,1Xd0PWZV3LCEGzc7fkjTeu,0.72,0.114,155.086,0.193,0.0236,0.0,4,0.775,11,234627,-5.353,0.49
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Futsal Shuffle 2020 - Bonus Track,2Zykq8p6eYzEDanzCwI3Yd,0.448,0.224,136.985,0.222,0.0346,0.0,4,0.879,7,198913,-8.57,0.278
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,That Way - Bonus Track,2Fp9qq75MxGrtGUZ2oxk1Z,0.598,0.154,130.007,0.0388,0.0546,0.0,4,0.712,7,212354,-5.368,0.504
Lil Uzi Vert,Eternal Atake,Baby Pluto,7hav1MHURQf5SAoPk0egqh,0.634,0.432,160.052,0.212,0.135,0.0,4,0.772,10,210261,-6.101,0.671
Lil Uzi Vert,Eternal Atake,Lo Mein,6CUP2khYzdphXebxVTfPE3,0.676,0.144,133.082,0.325,0.0888,0.0,4,0.855,1,195299,-5.736,0.509
Lil Uzi Vert,Eternal Atake,Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,0.535,0.0851,130.117,0.286,0.0298,0.0,4,0.903,8,195692,-6.238,0.157
Lil Uzi Vert,Eternal Atake,POP,1jDbQz6tr52WgScCTXMnaN,0.599,0.785,139.891,0.419,0.00961,0.0,4,0.741,1,227474,-6.672,0.276
Lil Uzi Vert,Eternal Atake,You Better Move,6YAxCn4juTWn5hWl2hzHGw,0.556,0.204,118.836,0.442,0.159,0.0,4,0.842,8,196639,-6.793,0.306
Lil Uzi Vert,Eternal Atake,Homecoming,6vxU64pcIuQ38O015Zy4qj,0.563,0.244,129.957,0.49,0.000592,0.0,4,0.929,9,213885,-7.428,0.353
Lil Uzi Vert,Eternal Atake,I'm Sorry,1xcOYJxDa5pObgxY1r0I9c,0.547,0.104,128.02,0.29,0.213,0.0,4,0.858,1,211883,-5.822,0.303
Lil Uzi Vert,Eternal Atake,Celebration Station,25B5fGr9K0VdZJiRFsnMO4,0.771,0.135,142.086,0.15,0.101,0.0,4,0.748,6,195058,-4.156,0.792
Lil Uzi Vert,Eternal Atake,Bigger Than Life,2oHDJHNondITqbl8xZ9vPn,0.752,0.33,140.013,0.193,0.325,0.0,4,0.776,8,192705,-4.711,0.716
Lil Uzi Vert,Eternal Atake,Chrome Heart Tags,46mT9NR7N9Zf5MolcrBgE3,0.768,0.105,70.056,0.0669,0.541,0.0,4,0.702,0,212821,-4.055,0.574
Lil Uzi Vert,Eternal Atake,Bust Me,4wBcaYqLPm7EtDVoJQORU4,0.703,0.413,151.923,0.355,0.237,1.99e-06,4,0.734,11,194452,-6.256,0.608
Lil Uzi Vert,Eternal Atake,Prices,4YcWzLSnGqLjSCycuSMHnn,0.683,0.706,126.002,0.205,0.173,0.0,4,0.786,7,233333,-5.397,0.57
Lil Uzi Vert,Eternal Atake,Urgency (feat. Syd),5KlPy74NOEAt8jC3FYURnQ,0.784,0.315,156.035,0.123,0.0326,2.85e-06,4,0.619,1,181161,-6.11,0.471
Lil Uzi Vert,Eternal Atake,Venetia,3BYIzNZ3t9lRQCACXSMLrT,0.757,0.148,142.933,0.175,0.162,0.0,4,0.775,9,188800,-4.139,0.562
Lil Uzi Vert,Eternal Atake,Secure The Bag,7gHZGXSJzM29WA384suYY2,0.719,0.425,129.945,0.392,0.344,0.0,4,0.803,0,238425,-4.485,0.549
Lil Uzi Vert,Eternal Atake,P2,3kW4z2pIj5VY5fLjBrMRL5,0.72,0.114,155.086,0.193,0.0236,0.0,4,0.775,11,234627,-5.353,0.49
Lil Uzi Vert,Eternal Atake,Futsal Shuffle 2020 - Bonus Track,2fOlBMkWR7lXJfqp5VTbDG,0.448,0.224,136.985,0.222,0.0346,0.0,4,0.879,7,198913,-8.57,0.278
Lil Uzi Vert,Eternal Atake,That Way - Bonus Track,2ajzBr7vwHTEBeqDzcsNRC,0.598,0.154,130.007,0.0388,0.0546,0.0,4,0.712,7,212354,-5.368,0.504
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Two®,1DZx0LEctNXUHQ9VQFKlgl,0.642,0.0943,75.022,0.0694,0.424,0.0,4,0.266,7,185276,-5.133,0.0371
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),444+222,6fWcHP8ce2glR9MEUZE7Cs,0.513,0.101,76.997,0.269,0.0235,2.83e-05,4,0.791,10,247347,-6.568,0.481
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Sauce It Up,5evSAk9q0l3TfF5dYDwDBO,0.528,0.125,79.532,0.313,0.0715,0.0,4,0.813,6,207039,-6.305,0.131
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),No Sleep Leak,7284Lm1fMEABEFBrtMgUWR,0.689,0.22,136.045,0.13,0.0112,0.0,4,0.788,8,189230,-7.211,0.681
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),The Way Life Goes (feat. Oh Wonder),2YQLTpUSFCQo9FEe29YPYs,0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),For Real,0DZ9wBfMCH17odOgdTmNlB,0.673,0.289,132.066,0.458,0.159,0.0,4,0.902,4,177048,-7.481,0.615
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Feelings Mutual,3ozS5DsfzFfrlgZpxEMjb0,0.691,0.088,125.978,0.259,0.105,0.0,4,0.585,0,233645,-6.015,0.349
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Neon Guts (feat. Pharrell Williams),2BUXjDhEuVLvEzFI6tabOF,0.563,0.0685,119.934,0.112,0.0541,0.0,4,0.859,1,258789,-6.635,0.412
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Early 20 Rager,0QsHgUWosVmZS49Hrsv5xC,0.68,0.381,127.001,0.0647,0.0209,0.0,4,0.651,8,274880,-6.057,0.092
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),UnFazed (feat. The Weeknd),0RyWaVjR8Mi4Qx9J3IiiqF,0.707,0.111,126.684,0.0746,0.0459,0.0,4,0.778,4,190355,-3.606,0.458
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Pretty Mami,6e4uygu304YYNYAeISlPgO,0.531,0.142,139.972,0.0402,0.409,0.0,4,0.697,10,264124,-5.527,0.621
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),How to Talk,6jeSBflg8OBRZJchEbKSlV,0.73,0.705,136.052,0.213,0.741,0.0,4,0.728,5,201544,-5.402,0.736
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),X,6nxvVPzS7gnyDthFNvTSxn,0.58,0.394,163.159,0.332,0.0043,0.0,4,0.623,8,173798,-7.076,0.301
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Malfunction,6GLujG5wXuXyPjknUFOQVK,0.698,0.0817,93.611,0.247,0.34,0.0,5,0.427,1,199211,-6.06,0.447
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Dark Queen,0cGPqSBtm0UJLo1HCziww9,0.606,0.281,155.055,0.172,0.222,0.0,4,0.747,4,173419,-5.286,0.2
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),XO Tour Llif3,3EWaR09H3TkRgaLTIheYFr,0.75,0.109,155.096,0.231,0.00264,0.0,4,0.732,11,182707,-6.366,0.401
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Skir Skirr,77V8N0imMUga8hUL0gxXHT,0.414,0.149,140.012,0.105,0.232,0.0,4,0.711,1,182160,-4.014,0.141
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Loaded,2PLGsORkOCdEI3jTSyO2Id,0.437,0.0688,142.619,0.41,0.272,0.0,4,0.822,10,219107,-7.815,0.314
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),Diamonds All on My Wrist,77nc8grWapJTpC7Evz2her,0.636,0.169,139.994,0.324,0.325,0.0,4,0.852,1,170307,-6.457,0.369
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),20 Min,0uxSUdBrJy9Un0EYoBowng,0.75,0.174,123.426,0.117,0.109,0.0,4,0.773,8,220587,-4.009,0.783
Lil Uzi Vert,Luv Is Rage 2,Two®,65kp3OFn7JXbCvkm3m2Ui2,0.642,0.0943,75.022,0.0694,0.424,0.0,4,0.266,7,185276,-5.133,0.0371
Lil Uzi Vert,Luv Is Rage 2,444+222,1QgTBfRN5m81a5K01qens6,0.513,0.101,76.997,0.269,0.0235,2.83e-05,4,0.791,10,247347,-6.568,0.481
Lil Uzi Vert,Luv Is Rage 2,Sauce It Up,1uL78kFWxhz3umTMWJu8n5,0.528,0.125,79.532,0.313,0.0715,0.0,4,0.813,6,207039,-6.305,0.131
Lil Uzi Vert,Luv Is Rage 2,No Sleep Leak,0QV16pno66L6K3fn4W13b7,0.689,0.22,136.045,0.13,0.0112,0.0,4,0.788,8,189230,-7.211,0.681
Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696
Lil Uzi Vert,Luv Is Rage 2,For Real,3tcoEYOZUHKB3RKNByIN13,0.673,0.289,132.066,0.458,0.159,0.0,4,0.902,4,177048,-7.481,0.615
Lil Uzi Vert,Luv Is Rage 2,Feelings Mutual,5Y3Tj0wJhKAaPbwWxXxZGS,0.691,0.088,125.978,0.259,0.105,0.0,4,0.585,0,233645,-6.015,0.349
Lil Uzi Vert,Luv Is Rage 2,Neon Guts (feat. Pharrell Williams),1MJErNPIQUoEMu4YUUmecm,0.563,0.0685,119.934,0.112,0.0541,0.0,4,0.859,1,258789,-6.635,0.412
Lil Uzi Vert,Luv Is Rage 2,Early 20 Rager,2O1qYJTA2BI5ypFFqEZhh4,0.68,0.381,127.001,0.0647,0.0209,0.0,4,0.651,8,274880,-6.057,0.092
Lil Uzi Vert,Luv Is Rage 2,UnFazed (feat. The Weeknd),5O8x1YlmLQopQHErxtDfi9,0.707,0.111,126.684,0.0746,0.0459,0.0,4,0.778,4,190355,-3.606,0.458
Lil Uzi Vert,Luv Is Rage 2,Pretty Mami,14nAQy3fHVzDb7LKxpS7Ld,0.531,0.142,139.972,0.0402,0.409,0.0,4,0.697,10,264124,-5.527,0.621
Lil Uzi Vert,Luv Is Rage 2,How to Talk,0ro5QCkSCtbfhMHnvMase3,0.73,0.705,136.052,0.213,0.741,0.0,4,0.728,5,201544,-5.402,0.736
Lil Uzi Vert,Luv Is Rage 2,X,5tRmoZRoupvMYPV1oezFrH,0.58,0.394,163.159,0.332,0.0043,0.0,4,0.623,8,173798,-7.076,0.301
Lil Uzi Vert,Luv Is Rage 2,Malfunction,57nQyFocXZrKvWg5ZPYSoG,0.698,0.0817,93.611,0.247,0.34,0.0,5,0.427,1,199211,-6.06,0.447
Lil Uzi Vert,Luv Is Rage 2,Dark Queen,2ZdCrBA52bb4pIG3tOOZiQ,0.606,0.281,155.055,0.172,0.222,0.0,4,0.747,4,173419,-5.286,0.2
Lil Uzi Vert,Luv Is Rage 2,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,0.75,0.109,155.096,0.231,0.00264,0.0,4,0.732,11,182707,-6.366,0.401
Lil Uzi Vert,The Perfect LUV Tape,Do What I Want,4IWGnyOHDrVZEtPWfs4s7q,0.701,0.208,139.952,0.0767,0.106,0.0,4,0.681,9,175203,-6.336,0.398
Lil Uzi Vert,The Perfect LUV Tape,Of Course We Ghetto Flowers (feat. Playboi Carti & Offset),0gqfvyewE2Sh8TwKBFajCF,0.57,0.111,136.944,0.318,0.2,0.0,4,0.81,1,261982,-5.604,0.337
Lil Uzi Vert,The Perfect LUV Tape,Original Uzi (4 of Us),53iTGmEL4uwHlqUvuKcrQe,0.615,0.0811,150.03,0.284,0.0534,0.0,4,0.81,10,166766,-8.376,0.596
Lil Uzi Vert,The Perfect LUV Tape,Money Mitch,7A1Heow9lN9CIuuJzJ6MDP,0.333,0.168,141.001,0.384,0.22,0.0,4,0.842,8,247092,-13.886,0.143
Lil Uzi Vert,The Perfect LUV Tape,SideLine Watching (Hold Up),0VYhxVxH9ijmdHUKsON9Bk,0.553,0.117,141.888,0.117,0.281,0.0,4,0.747,1,191033,-7.294,0.262
Lil Uzi Vert,The Perfect LUV Tape,I Can Drive,5wyrQLBbmKdxY6yLNdienj,0.489,0.149,138.98,0.321,0.0811,0.0,4,0.759,1,153809,-9.141,0.346
Lil Uzi Vert,The Perfect LUV Tape,You're Lost,5MUvVmyKD6bBY0XDeWZjJJ,0.591,0.215,146.982,0.209,0.172,0.0,4,0.764,1,158694,-7.253,0.468
Lil Uzi Vert,The Perfect LUV Tape,Erase Your Social,4uhvMW7ly7tJil31YYscAN,0.609,0.234,140.058,0.0729,0.694,0.0,4,0.705,3,199993,-5.728,0.718
Lil Uzi Vert,The Perfect LUV Tape,Ronda (Winners),2Wc5No77rhsfW2mB9LzXB3,0.585,0.114,119.634,0.132,0.344,0.0,4,0.701,5,216294,-7.613,0.422
Lil Uzi Vert,The Perfect LUV Tape,Seven Million (feat. Future),6j0teRL3WdExzqmy334sh5,0.629,0.121,158.002,0.306,0.051,7.66e-06,4,0.886,1,182491,-4.404,0.487
Lil Uzi Vert,Lil Uzi Vert vs. The World,Canadian Goose,1MNdfH2KC5LdEde3JPJ513,0.537,0.103,153.06,0.197,0.0855,0.0,4,0.776,1,218201,-7.604,0.238
Lil Uzi Vert,Lil Uzi Vert vs. The World,Hi Roller,69M9QCMsCQ5MLsw7BBW0rL,0.562,0.243,132.081,0.0961,0.0307,0.0,4,0.8,2,276349,-7.366,0.147
Lil Uzi Vert,Lil Uzi Vert vs. The World,Money Longer,0B8QzDH7YWih85V5SEMnyJ,0.568,0.108,136.173,0.142,0.0541,0.0,4,0.795,5,198944,-7.817,0.478
Lil Uzi Vert,Lil Uzi Vert vs. The World,Grab the Wheel,3aJ66zarLOVW4o2nPDxg0g,0.48,0.139,137.835,0.14,0.388,0.0,4,0.748,5,295680,-6.37,0.296
Lil Uzi Vert,Lil Uzi Vert vs. The World,You Was Right,2ANLarE8yHVsLWW21nj79M,0.359,0.12,81.987,0.461,0.069,0.0,4,0.843,0,163944,-7.417,0.156
Lil Uzi Vert,Lil Uzi Vert vs. The World,Baby Are You Home,6Q1NPLtp9IzcXmCutp3Qmo,0.546,0.134,149.975,0.282,0.101,0.0,4,0.653,5,230296,-8.818,0.462
Lil Uzi Vert,Lil Uzi Vert vs. The World,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,0.428,0.278,129.829,0.143,0.235,2.35e-06,4,0.522,11,221538,-11.332,0.399
Lil Uzi Vert,Lil Uzi Vert vs. The World,Team Rocket,6FfyYWFEk4zd7CgvjBa2ZK,0.54,0.175,132.02,0.0532,0.0907,0.0,4,0.691,4,206106,-8.818,0.23
Lil Uzi Vert,Lil Uzi Vert vs. The World,Scott and Ramona,7egGWCqoxtAuo7QgsWw3tm,0.426,0.0995,132.886,0.0695,0.0411,0.0,4,0.589,10,221362,-7.534,0.169
Lil Uzi Vert,Luv Is Rage,Safe House,6EFryfyWOobzFCBDB9qbrz,0.662,0.119,104.717,0.243,0.155,0.0,3,0.485,9,235989,-5.172,0.287
Lil Uzi Vert,Luv Is Rage,Banned from TV,0Ux97Dqx5amaRrDvHbEfjm,0.565,0.274,130.025,0.0854,0.109,0.0,4,0.69,11,177280,-5.772,0.457
Lil Uzi Vert,Luv Is Rage,Super Saiyan,2sO7QVPRKEPyY5RcG3N6Ic,0.775,0.15,128.067,0.392,0.187,0.0,4,0.855,10,146571,-3.856,0.37
Lil Uzi Vert,Luv Is Rage,7AM,4v1P7JCjehbg5TmLQo2mFy,0.526,0.462,139.054,0.131,0.275,0.0,4,0.638,7,219712,-8.401,0.301
Lil Uzi Vert,Luv Is Rage,Yamborghini Dream (feat. Young Thug),2QBxdLNImwEDJCzI0Yzeka,0.734,0.293,118.869,0.218,0.423,0.0,4,0.75,7,227571,-4.993,0.364
Lil Uzi Vert,Luv Is Rage,Right Now,58lknB6kkfcDjMpCfx7rLH,0.672,0.163,119.045,0.0883,0.494,6.41e-06,4,0.647,5,227910,-4.501,0.251
Lil Uzi Vert,Luv Is Rage,Top,55Q46o5adtSobImSKrrlqW,0.762,0.18,120.039,0.216,0.193,0.0,4,0.776,0,236000,-4.356,0.678
